Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
880-37-6943,B,Mandalay,Member,Female,Home and lifestyle,65.62,1,3.281,68.901,3/2/2019,14:22,Ewallet,65.62,4.761904762,3.281,8.9
775-13-8782,C,Naypyitaw,Normal,Male,Sports and travel,45.92,4,9.184,192.864,1/27/2019,15:53,Credit card,183.68,4.761904762,9.184,8.9
972-95-2255,C,Naypyitaw,Member,Female,Home and lifestyle,41.4,10,20.7,434.7,2/25/2019,15:03,Credit card,414.0,4.761904762,20.7,5.5
452-30-5056,B,Mandalay,Normal,Female,Sports and travel,43.61,2,4.361,91.581,3/10/2019,18:01,Cash,87.22,4.761904762,4.361,7.4
976-77-7938,B,Mandalay,Member,Male,Sports and travel,64.17,1,3.2085,67.3785,3/14/2019,15:57,Credit card,64.17,4.761904762,3.2085,5.5
479-93-9279,C,Naypyitaw,Normal,Female,Electronic accessories,80.84,8,32.336,679.056,2/9/2019,16:10,Ewallet,646.72,4.761904762,32.336,6.6
825-82-6864,A,Yangon,Member,Male,Electronic accessories,56.69,1,2.8345,59.5245,2/17/2019,18:59,Ewallet,56.69,4.761904762,2.8345,7.5
185-35-7918,A,Yangon,Normal,Male,Sports and travel,35.12,9,15.804,331.884,2/1/2019,17:17,Cash,316.08,4.761904762,15.804,4.0
393-25-9524,A,Yangon,Member,Female,Sports and travel,38.51,5,9.6275,202.1775,1/17/2019,20:21,Cash,192.55,4.761904762,9.6275,10.0
539-86-3557,B,Mandalay,Member,Female,Electronic accessories,67.1,9,30.195,634.095,1/26/2019,12:01,Credit card,603.9,4.761904762,30.195,7.9
423-40-4359,B,Mandalay,Normal,Female,Electronic accessories,93.19,3,13.9785,293.5485,3/23/2019,18:56,Credit card,279.57,4.761904762,13.9785,6.0
493-36-8327,C,Naypyitaw,Member,Male,Food and beverages,52.09,2,5.209,109.389,1/30/2019,17:21,Cash,104.18,4.761904762,5.209,10.0
393-49-8745,C,Naypyitaw,Member,Male,Sports and travel,51.04,10,25.52,535.92,3/29/2019,16:10,Cash,510.4,4.761904762,25.52,6.4
493-10-1004,A,Yangon,Member,Male,Health and beauty,68.79,8,27.516,577.836,1/24/2019,10:29,Cash,550.32,4.761904762,27.516,7.2
492-67-9484,C,Naypyitaw,Member,Female,Home and lifestyle,45.69,10,22.845,479.745,3/8/2019,15:09,Ewallet,456.9,4.761904762,22.845,6.1
217-58-3600,C,Naypyitaw,Member,Male,Fashion accessories,45.19,4,9.038,189.798,2/23/2019,19:47,Ewallet,180.76,4.761904762,9.038,9.8
504-49-3811,A,Yangon,Normal,Male,Health and beauty,37.75,5,9.4375,198.1875,3/6/2019,17:04,Credit card,188.75,4.761904762,9.4375,6.8
116-16-5700,B,Mandalay,Member,Male,Food and beverages,70.35,6,21.105,443.205,3/1/2019,10:29,Credit card,422.1,4.761904762,21.105,7.2
301-39-1814,A,Yangon,Normal,Male,Health and beauty,10.0,5,2.5,52.5,3/6/2019,13:23,Credit card,50.0,4.761904762,2.5,9.0
144-21-4395,A,Yangon,Normal,Male,Home and lifestyle,64.36,3,9.654,202.734,3/23/2019,16:02,Ewallet,193.08,4.761904762,9.654,8.0
247-30-3717,A,Yangon,Member,Male,Home and lifestyle,41.65,4,8.33,174.93,2/22/2019,18:03,Ewallet,166.6,4.761904762,8.33,6.9
361-10-2056,C,Naypyitaw,Normal,Female,Health and beauty,47.61,7,16.6635,349.9335,1/7/2019,14:31,Cash,333.27,4.761904762,16.6635,8.9
954-69-2114,B,Mandalay,Normal,Female,Fashion accessories,82.46,1,4.123,86.583,1/26/2019,19:23,Credit card,82.46,4.761904762,4.123,10.0
355-44-9150,B,Mandalay,Normal,Male,Home and lifestyle,37.15,4,7.43,156.03,3/7/2019,18:07,Ewallet,148.6,4.761904762,7.43,7.5
890-78-1959,C,Naypyitaw,Member,Female,Fashion accessories,39.76,3,5.964,125.244,2/16/2019,12:08,Ewallet,119.28,4.761904762,5.964,7.2
540-53-6737,B,Mandalay,Member,Female,Electronic accessories,57.65,1,2.8825,60.5325,2/21/2019,12:48,Ewallet,57.65,4.761904762,2.8825,7.3
859-38-6012,C,Naypyitaw,Member,Male,Fashion accessories,59.45,2,5.945,124.845,2/25/2019,19:43,Credit card,118.9,4.761904762,5.945,9.2
337-28-3819,C,Naypyitaw,Normal,Male,Fashion accessories,44.05,5,11.0125,231.2625,2/6/2019,16:36,Credit card,220.25,4.761904762,11.0125,6.0
761-48-7131,B,Mandalay,Normal,Male,Sports and travel,29.67,2,2.967,62.307,3/12/2019,19:50,Credit card,59.34,4.761904762,2.967,6.5
721-42-9594,B,Mandalay,Normal,Male,Electronic accessories,44.42,4,8.884,186.564,3/8/2019,20:04,Ewallet,177.68,4.761904762,8.884,4.4
141-89-1070,C,Naypyitaw,Member,Female,Food and beverages,68.06,6,20.418,428.778,3/7/2019,14:41,Credit card,408.36,4.761904762,20.418,5.0
443-83-7157,C,Naypyitaw,Normal,Female,Sports and travel,59.35,9,26.7075,560.8575,3/7/2019,10:45,Cash,534.15,4.761904762,26.7075,6.1
389-88-2239,C,Naypyitaw,Member,Male,Fashion accessories,60.12,1,3.006,63.126,3/22/2019,19:12,Ewallet,60.12,4.761904762,3.006,6.9
702-56-2864,A,Yangon,Normal,Female,Home and lifestyle,45.29,5,11.3225,237.7725,2/25/2019,16:32,Ewallet,226.45,4.761904762,11.3225,10.0
927-78-1076,C,Naypyitaw,Member,Male,Electronic accessories,48.13,2,4.813,101.073,3/28/2019,11:46,Cash,96.26,4.761904762,4.813,7.9
178-14-4738,B,Mandalay,Normal,Female,Health and beauty,85.2,5,21.3,447.3,1/12/2019,15:36,Ewallet,426.0,4.761904762,21.3,5.4
474-74-7083,A,Yangon,Normal,Female,Food and beverages,41.61,5,10.4025,218.4525,2/28/2019,10:14,Credit card,208.05,4.761904762,10.4025,5.7
113-52-8062,B,Mandalay,Member,Male,Fashion accessories,44.02,8,17.608,369.768,3/7/2019,13:39,Cash,352.16,4.761904762,17.608,9.3
906-36-1396,C,Naypyitaw,Member,Male,Health and beauty,74.73,5,18.6825,392.3325,2/15/2019,13:45,Cash,373.65,4.761904762,18.6825,8.9
237-40-4988,A,Yangon,Normal,Female,Food and beverages,32.0,10,16.0,336.0,1/28/2019,14:00,Cash,320.0,4.761904762,16.0,7.0
415-18-4060,B,Mandalay,Member,Female,Fashion accessories,41.29,2,4.129,86.709,2/21/2019,16:34,Cash,82.58,4.761904762,4.129,6.2
360-53-1712,C,Naypyitaw,Normal,Male,Health and beauty,55.18,1,2.759,57.939,2/4/2019,19:30,Ewallet,55.18,4.761904762,2.759,8.9
810-47-3860,A,Yangon,Normal,Male,Health and beauty,55.0,1,2.75,57.75,3/23/2019,13:22,Cash,55.0,4.761904762,2.75,5.3
914-76-2231,B,Mandalay,Normal,Male,Food and beverages,49.67,4,9.934,208.614,2/3/2019,18:02,Ewallet,198.68,4.761904762,9.934,7.6
231-10-6045,B,Mandalay,Member,Female,Sports and travel,95.65,2,9.565,200.865,1/18/2019,20:05,Cash,191.3,4.761904762,9.565,10.0
418-43-5584,A,Yangon,Member,Female,Health and beauty,61.05,1,3.0525,64.1025,2/23/2019,18:45,Credit card,61.05,4.761904762,3.0525,7.3
584-10-1969,C,Naypyitaw,Member,Female,Food and beverages,10.0,3,1.5,31.5,2/7/2019,12:49,Cash,30.0,4.761904762,1.5,5.7
809-94-8533,C,Naypyitaw,Normal,Female,Sports and travel,63.87,10,31.935,670.635,1/10/2019,17:25,Cash,638.7,4.761904762,31.935,7.7
914-51-8436,A,Yangon,Member,Female,Fashion accessories,52.68,9,23.706,497.826,2/22/2019,13:56,Ewallet,474.12,4.761904762,23.706,6.2
893-89-2344,C,Naypyitaw,Member,Female,Fashion accessories,52.78,1,2.639,55.419,2/20/2019,15:55,Cash,52.78,4.761904762,2.639,4.6
231-45-5532,C,Naypyitaw,Member,Male,Food and beverages,49.43,10,24.715,519.015,1/18/2019,16:39,Ewallet,494.3,4.761904762,24.715,8.2
961-38-8483,A,Yangon,Normal,Female,Home and lifestyle,49.48,3,7.422,155.862,2/25/2019,13:34,Credit card,148.44,4.761904762,7.422,8.9
897-95-2704,C,Naypyitaw,Member,Male,Electronic accessories,59.05,5,14.7625,310.0125,2/22/2019,10:57,Cash,295.25,4.761904762,14.7625,6.4
317-29-7615,A,Yangon,Normal,Male,Home and lifestyle,61.03,4,12.206,256.326,3/12/2019,19:36,Credit card,244.12,4.761904762,12.206,6.3
717-46-1800,C,Naypyitaw,Normal,Female,Health and beauty,45.24,5,11.31,237.51,2/4/2019,18:56,Cash,226.2,4.761904762,11.31,5.3
568-75-5268,B,Mandalay,Normal,Female,Sports and travel,40.94,8,16.376,343.896,1/25/2019,11:58,Credit card,327.52,4.761904762,16.376,6.7
341-62-6947,B,Mandalay,Normal,Female,Health and beauty,109.43,8,43.772,919.212,3/27/2019,14:11,Ewallet,875.44,4.761904762,43.772,6.0
631-87-3825,A,Yangon,Normal,Male,Home and lifestyle,37.11,6,11.133,233.793,2/22/2019,12:39,Ewallet,222.66,4.761904762,11.133,5.3
648-86-2913,C,Naypyitaw,Normal,Female,Health and beauty,56.8,7,19.88,417.48,1/3/2019,20:43,Ewallet,397.6,4.761904762,19.88,10.0
353-14-4374,A,Yangon,Member,Male,Electronic accessories,33.08,8,13.232,277.872,3/16/2019,20:49,Ewallet,264.64,4.761904762,13.232,7.8
140-76-1799,A,Yangon,Normal,Male,Electronic accessories,62.1,2,6.21,130.41,1/19/2019,17:20,Credit card,124.2,4.761904762,6.21,7.9
722-61-9890,A,Yangon,Normal,Male,Sports and travel,41.2,4,8.24,173.04,3/13/2019,14:51,Credit card,164.8,4.761904762,8.24,8.5
413-40-3187,C,Naypyitaw,Normal,Female,Food and beverages,37.04,2,3.704,77.784,3/6/2019,10:29,Cash,74.08,4.761904762,3.704,8.3
583-29-2020,A,Yangon,Normal,Male,Health and beauty,73.81,8,29.524,620.004,3/28/2019,12:23,Cash,590.48,4.761904762,29.524,6.3
952-70-2069,C,Naypyitaw,Normal,Female,Food and beverages,53.5,5,13.375,280.875,3/28/2019,11:09,Cash,267.5,4.761904762,13.375,7.4
655-37-2620,B,Mandalay,Normal,Male,Fashion accessories,62.23,7,21.7805,457.3905,1/27/2019,18:19,Cash,435.61,4.761904762,21.7805,6.5
523-80-1004,A,Yangon,Member,Male,Electronic accessories,28.12,6,8.436,177.156,3/11/2019,10:58,Credit card,168.72,4.761904762,8.436,7.7
419-91-4548,A,Yangon,Member,Female,Sports and travel,91.06,3,13.659,286.839,1/31/2019,17:42,Cash,273.18,4.761904762,13.659,7.6
189-48-7141,A,Yangon,Member,Male,Home and lifestyle,28.55,2,2.855,59.955,2/28/2019,20:43,Credit card,57.1,4.761904762,2.855,6.3
995-65-1454,B,Mandalay,Member,Female,Health and beauty,82.51,10,41.255,866.355,2/25/2019,13:53,Ewallet,825.1,4.761904762,41.255,4.7
827-79-6861,C,Naypyitaw,Member,Female,Sports and travel,76.39,3,11.4585,240.6285,1/6/2019,17:16,Credit card,229.17,4.761904762,11.4585,7.2
905-78-3089,A,Yangon,Member,Male,Health and beauty,65.39,2,6.539,137.319,1/1/2019,19:39,Ewallet,130.78,4.761904762,6.539,6.6
478-55-5397,C,Naypyitaw,Member,Female,Fashion accessories,36.61,4,7.322,153.762,1/6/2019,14:22,Cash,146.44,4.761904762,7.322,4.0
674-72-1935,A,Yangon,Normal,Female,Fashion accessories,54.73,10,27.365,574.665,1/13/2019,14:50,Credit card,547.3,4.761904762,27.365,7.8
611-13-5603,C,Naypyitaw,Member,Female,Food and beverages,36.52,3,5.478,115.038,1/25/2019,12:25,Ewallet,109.56,4.761904762,5.478,8.6
479-28-9916,C,Naypyitaw,Normal,Female,Sports and travel,58.52,10,29.26,614.46,3/23/2019,14:51,Ewallet,585.2,4.761904762,29.26,10.0
332-15-4226,C,Naypyitaw,Normal,Female,Sports and travel,53.5,5,13.375,280.875,2/18/2019,19:44,Cash,267.5,4.761904762,13.375,6.3
780-10-5435,C,Naypyitaw,Member,Female,Fashion accessories,15.31,9,6.8895,144.6795,3/14/2019,17:46,Cash,137.79,4.761904762,6.8895,6.1
475-87-1024,C,Naypyitaw,Member,Male,Electronic accessories,80.19,7,28.0665,589.3965,3/17/2019,12:55,Credit card,561.33,4.761904762,28.0665,5.1
115-60-2614,A,Yangon,Member,Female,Health and beauty,53.54,1,2.677,56.217,3/9/2019,15:47,Credit card,53.54,4.761904762,2.677,7.3
732-34-6058,A,Yangon,Normal,Female,Sports and travel,49.27,6,14.781,310.401,2/7/2019,17:19,Cash,295.62,4.761904762,14.781,7.3
133-71-5663,A,Yangon,Member,Female,Electronic accessories,49.91,5,12.4775,262.0275,3/20/2019,10:31,Credit card,249.55,4.761904762,12.4775,5.6
100-33-1534,B,Mandalay,Normal,Female,Electronic accessories,66.45,3,9.9675,209.3175,3/9/2019,18:28,Cash,199.35,4.761904762,9.9675,6.7
140-72-4850,C,Naypyitaw,Normal,Male,Health and beauty,38.91,6,11.673,245.133,3/9/2019,12:03,Credit card,233.46,4.761904762,11.673,4.0
821-32-7458,B,Mandalay,Normal,Female,Sports and travel,17.41,2,1.741,36.561,3/23/2019,13:35,Ewallet,34.82,4.761904762,1.741,8.5
652-69-8451,C,Naypyitaw,Member,Female,Electronic accessories,67.33,7,23.5655,494.8755,2/25/2019,14:26,Cash,471.31,4.761904762,23.5655,5.7
735-76-7655,A,Yangon,Member,Male,Electronic accessories,69.34,9,31.203,655.263,2/19/2019,15:23,Ewallet,624.06,4.761904762,31.203,6.9
501-74-8578,C,Naypyitaw,Member,Male,Health and beauty,51.41,1,2.5705,53.9805,3/22/2019,20:06,Ewallet,51.41,4.761904762,2.5705,4.5
763-64-1666,A,Yangon,Member,Female,Home and lifestyle,29.34,5,7.335,154.035,2/12/2019,12:30,Credit card,146.7,4.761904762,7.335,6.0
492-15-1934,A,Yangon,Member,Male,Fashion accessories,53.6,7,18.76,393.96,3/15/2019,12:34,Ewallet,375.2,4.761904762,18.76,6.5
424-51-5747,C,Naypyitaw,Normal,Female,Electronic accessories,33.64,1,1.682,35.322,1/6/2019,14:06,Cash,33.64,4.761904762,1.682,7.0
909-77-4805,C,Naypyitaw,Normal,Male,Sports and travel,39.51,4,7.902,165.942,1/1/2019,19:38,Credit card,158.04,4.761904762,7.902,7.8
400-73-3475,B,Mandalay,Normal,Male,Food and beverages,31.49,3,4.7235,99.1935,2/19/2019,20:10,Ewallet,94.47,4.761904762,4.7235,9.4
894-79-7141,A,Yangon,Normal,Female,Electronic accessories,75.19,1,3.7595,78.9495,1/8/2019,14:08,Cash,75.19,4.761904762,3.7595,8.2
324-65-8386,B,Mandalay,Member,Female,Food and beverages,38.47,9,17.3115,363.5415,3/29/2019,17:24,Cash,346.23,4.761904762,17.3115,8.6
164-25-5636,A,Yangon,Normal,Female,Food and beverages,36.94,5,9.235,193.935,1/1/2019,20:23,Credit card,184.7,4.761904762,9.235,9.4
423-73-4609,C,Naypyitaw,Normal,Female,Sports and travel,93.18,8,37.272,782.712,3/8/2019,19:54,Ewallet,745.44,4.761904762,37.272,7.9
995-36-4241,C,Naypyitaw,Normal,Female,Health and beauty,61.34,6,18.402,386.442,1/24/2019,17:04,Credit card,368.04,4.761904762,18.402,6.9
103-32-3119,A,Yangon,Normal,Female,Health and beauty,61.1,9,27.495,577.395,3/28/2019,15:20,Credit card,549.9,4.761904762,27.495,8.7
785-40-2830,A,Yangon,Member,Female,Fashion accessories,45.35,10,22.675,476.175,2/6/2019,20:44,Cash,453.5,4.761904762,22.675,8.8
381-60-8069,A,Yangon,Member,Female,Food and beverages,34.27,7,11.9945,251.8845,1/3/2019,12:14,Cash,239.89,4.761904762,11.9945,8.1
979-14-8568,C,Naypyitaw,Member,Female,Fashion accessories,12.64,4,2.528,53.088,1/3/2019,13:58,Credit card,50.56,4.761904762,2.528,4.5
449-81-1337,B,Mandalay,Member,Male,Fashion accessories,69.44,5,17.36,364.56,2/21/2019,17:44,Credit card,347.2,4.761904762,17.36,5.5
662-92-1352,C,Naypyitaw,Normal,Male,Health and beauty,63.07,9,28.3815,596.0115,3/30/2019,10:56,Ewallet,567.63,4.761904762,28.3815,6.5
810-20-9838,B,Mandalay,Member,Female,Food and beverages,41.78,5,10.445,219.345,3/29/2019,15:56,Credit card,208.9,4.761904762,10.445,8.3
769-91-9078,B,Mandalay,Normal,Female,Home and lifestyle,47.53,6,14.259,299.439,2/2/2019,19:06,Credit card,285.18,4.761904762,14.259,6.9
383-47-7223,A,Yangon,Normal,Female,Food and beverages,58.25,2,5.825,122.325,2/15/2019,11:27,Cash,116.5,4.761904762,5.825,8.9
257-37-1891,C,Naypyitaw,Member,Male,Health and beauty,27.02,10,13.51,283.71,1/11/2019,18:44,Credit card,270.2,4.761904762,13.51,9.2
898-32-4696,A,Yangon,Member,Female,Electronic accessories,49.38,7,17.283,362.943,2/18/2019,14:00,Cash,345.66,4.761904762,17.283,9.0
506-43-8000,B,Mandalay,Normal,Male,Food and beverages,24.55,4,4.91,103.11,2/25/2019,19:27,Credit card,98.2,4.761904762,4.91,9.0
921-60-8529,C,Naypyitaw,Normal,Female,Food and beverages,76.89,6,23.067,484.407,1/25/2019,16:41,Credit card,461.34,4.761904762,23.067,5.2
199-96-2042,B,Mandalay,Member,Female,Sports and travel,73.76,5,18.44,387.24,2/26/2019,11:47,Ewallet,368.8,4.761904762,18.44,7.8
159-11-3189,C,Naypyitaw,Member,Female,Electronic accessories,20.35,2,2.035,42.735,3/23/2019,18:24,Ewallet,40.7,4.761904762,2.035,5.9
852-36-8117,A,Yangon,Normal,Female,Electronic accessories,32.75,9,14.7375,309.4875,1/1/2019,10:51,Ewallet,294.75,4.761904762,14.7375,4.2
481-19-5257,B,Mandalay,Member,Male,Fashion accessories,49.62,9,22.329,468.909,1/23/2019,12:40,Credit card,446.58,4.761904762,22.329,6.5
308-35-5654,B,Mandalay,Normal,Male,Home and lifestyle,41.5,9,18.675,392.175,1/21/2019,19:02,Cash,373.5,4.761904762,18.675,9.2
810-62-3008,B,Mandalay,Member,Female,Home and lifestyle,26.16,4,5.232,109.872,1/12/2019,19:16,Credit card,104.64,4.761904762,5.232,7.8
745-71-3133,A,Yangon,Member,Female,Sports and travel,93.01,3,13.9515,292.9815,1/17/2019,10:56,Cash,279.03,4.761904762,13.9515,10.0
865-85-6432,A,Yangon,Normal,Female,Home and lifestyle,55.63,1,2.7815,58.4115,2/28/2019,14:00,Ewallet,55.63,4.761904762,2.7815,7.3
366-41-4954,A,Yangon,Normal,Male,Sports and travel,66.55,8,26.62,559.02,1/11/2019,11:06,Credit card,532.4,4.761904762,26.62,10.0
268-37-2208,A,Yangon,Normal,Male,Home and lifestyle,37.54,4,7.508,157.668,3/9/2019,12:20,Cash,150.16,4.761904762,7.508,7.3
238-76-2155,B,Mandalay,Member,Male,Food and beverages,58.0,9,26.1,548.1,3/22/2019,20:59,Cash,522.0,4.761904762,26.1,7.0
521-48-1416,B,Mandalay,Normal,Male,Fashion accessories,45.15,9,20.3175,426.6675,3/25/2019,12:42,Ewallet,406.35,4.761904762,20.3175,4.8
847-97-6745,B,Mandalay,Member,Male,Fashion accessories,46.9,2,4.69,98.49,3/2/2019,17:08,Ewallet,93.8,4.761904762,4.69,8.9
703-30-8596,B,Mandalay,Member,Female,Sports and travel,69.0,10,34.5,724.5,1/19/2019,18:23,Ewallet,690.0,4.761904762,34.5,6.1
805-48-7351,B,Mandalay,Member,Female,Home and lifestyle,20.68,2,2.068,43.428,1/9/2019,19:56,Cash,41.36,4.761904762,2.068,5.9
958-63-2795,A,Yangon,Member,Male,Food and beverages,73.75,5,18.4375,387.1875,1/23/2019,13:13,Cash,368.75,4.761904762,18.4375,9.1
397-26-3983,B,Mandalay,Normal,Male,Food and beverages,48.28,5,12.07,253.47,3/28/2019,17:34,Ewallet,241.4,4.761904762,12.07,8.9
900-26-9024,A,Yangon,Member,Male,Sports and travel,81.06,10,40.53,851.13,3/28/2019,15:27,Ewallet,810.6,4.761904762,40.53,8.9
356-54-5754,A,Yangon,Normal,Female,Food and beverages,25.64,7,8.974,188.454,2/6/2019,11:45,Ewallet,179.48,4.761904762,8.974,6.4
213-26-3746,B,Mandalay,Member,Male,Food and beverages,28.38,9,12.771,268.191,2/1/2019,12:45,Cash,255.42,4.761904762,12.771,6.9
153-77-5915,B,Mandalay,Normal,Female,Sports and travel,37.09,6,11.127,233.667,2/17/2019,18:49,Credit card,222.54,4.761904762,11.127,6.9
860-86-4128,A,Yangon,Member,Female,Food and beverages,49.51,9,22.2795,467.8695,1/28/2019,17:07,Cash,445.59,4.761904762,22.2795,8.3
834-15-4866,B,Mandalay,Normal,Male,Electronic accessories,61.19,9,27.5355,578.2455,3/29/2019,15:27,Ewallet,550.71,4.761904762,27.5355,9.6
698-51-7654,B,Mandalay,Member,Female,Home and lifestyle,41.64,9,18.738,393.498,1/22/2019,18:41,Cash,374.76,4.761904762,18.738,7.6
871-47-3469,C,Naypyitaw,Member,Female,Sports and travel,39.75,5,9.9375,208.6875,2/5/2019,17:25,Credit card,198.75,4.761904762,9.9375,10.0
624-87-9885,B,Mandalay,Normal,Male,Health and beauty,32.2,4,6.44,135.24,2/10/2019,13:40,Credit card,128.8,4.761904762,6.44,8.5
833-31-2847,B,Mandalay,Normal,Male,Food and beverages,44.13,10,22.065,463.365,1/13/2019,13:38,Credit card,441.3,4.761904762,22.065,6.6
615-45-6498,A,Yangon,Normal,Female,Sports and travel,49.62,8,19.848,416.808,2/6/2019,20:22,Credit card,396.96,4.761904762,19.848,8.4
930-58-4199,C,Naypyitaw,Member,Female,Health and beauty,42.66,10,21.33,447.93,3/19/2019,20:06,Cash,426.6,4.761904762,21.33,9.9
881-49-6444,B,Mandalay,Normal,Female,Food and beverages,72.85,6,21.855,458.955,1/14/2019,10:58,Credit card,437.1,4.761904762,21.855,10.0
221-55-4836,B,Mandalay,Normal,Female,Food and beverages,43.52,10,21.76,456.96,2/24/2019,18:49,Ewallet,435.2,4.761904762,21.76,9.0
210-28-7328,B,Mandalay,Normal,Male,Food and beverages,67.86,8,27.144,570.024,2/8/2019,11:53,Credit card,542.88,4.761904762,27.144,7.0
262-21-1517,B,Mandalay,Member,Female,Home and lifestyle,40.4,8,16.16,339.36,1/17/2019,19:17,Credit card,323.2,4.761904762,16.16,6.6
123-48-5396,B,Mandalay,Normal,Female,Food and beverages,49.41,2,4.941,103.761,1/2/2019,16:18,Credit card,98.82,4.761904762,4.941,7.9
661-60-5830,C,Naypyitaw,Normal,Male,Home and lifestyle,49.0,6,14.7,308.7,1/27/2019,17:19,Cash,294.0,4.761904762,14.7,9.8
998-32-7410,C,Naypyitaw,Normal,Female,Sports and travel,27.44,8,10.976,230.496,1/6/2019,17:01,Credit card,219.52,4.761904762,10.976,7.7
171-85-4263,C,Naypyitaw,Member,Female,Health and beauty,80.71,8,32.284,677.964,2/5/2019,16:10,Ewallet,645.68,4.761904762,32.284,7.7
411-22-5579,B,Mandalay,Member,Female,Sports and travel,55.57,10,27.785,583.485,3/15/2019,12:18,Cash,555.7,4.761904762,27.785,7.1
459-96-2601,B,Mandalay,Normal,Male,Food and beverages,58.44,4,11.688,245.448,3/8/2019,18:59,Cash,233.76,4.761904762,11.688,6.4
475-90-8264,C,Naypyitaw,Normal,Male,Sports and travel,44.46,4,8.892,186.732,3/26/2019,16:12,Cash,177.84,4.761904762,8.892,6.7
787-56-8858,A,Yangon,Normal,Female,Home and lifestyle,47.03,10,23.515,493.815,2/10/2019,15:30,Cash,470.3,4.761904762,23.515,7.2
301-82-6223,C,Naypyitaw,Member,Female,Food and beverages,29.4,10,14.7,308.7,3/7/2019,13:32,Cash,294.0,4.761904762,14.7,9.9
414-29-5694,B,Mandalay,Member,Female,Food and beverages,67.25,2,6.725,141.225,3/3/2019,10:21,Ewallet,134.5,4.761904762,6.725,6.6
102-73-3122,A,Yangon,Normal,Female,Electronic accessories,65.61,4,13.122,275.562,1/21/2019,16:55,Ewallet,262.44,4.761904762,13.122,7.1
449-27-5188,A,Yangon,Member,Male,Fashion accessories,58.61,10,29.305,615.405,1/30/2019,13:05,Cash,586.1,4.761904762,29.305,5.5
433-26-8996,C,Naypyitaw,Member,Male,Food and beverages,69.45,2,6.945,145.845,2/19/2019,17:52,Cash,138.9,4.761904762,6.945,8.2
782-44-1518,A,Yangon,Normal,Male,Fashion accessories,72.81,8,29.124,611.604,3/14/2019,14:44,Credit card,582.48,4.761904762,29.124,9.3
859-72-5999,A,Yangon,Normal,Male,Fashion accessories,65.78,2,6.578,138.138,2/13/2019,20:18,Ewallet,131.56,4.761904762,6.578,9.7
643-10-5264,A,Yangon,Normal,Male,Fashion accessories,26.41,2,2.641,55.461,1/23/2019,17:46,Credit card,52.82,4.761904762,2.641,7.3
269-67-9380,A,Yangon,Member,Female,Food and beverages,32.48,8,12.992,272.832,3/30/2019,15:25,Cash,259.84,4.761904762,12.992,7.9
577-63-7006,A,Yangon,Member,Male,Sports and travel,39.93,7,13.9755,293.4855,1/12/2019,17:58,Ewallet,279.51,4.761904762,13.9755,6.7
935-13-3790,C,Naypyitaw,Normal,Male,Health and beauty,68.1,6,20.43,429.03,3/27/2019,17:02,Ewallet,408.6,4.761904762,20.43,7.9
341-73-5030,A,Yangon,Member,Female,Sports and travel,61.07,9,27.4815,577.1115,3/15/2019,16:01,Cash,549.63,4.761904762,27.4815,7.5
794-52-9780,C,Naypyitaw,Member,Male,Food and beverages,19.97,4,3.994,83.874,3/17/2019,16:32,Cash,79.88,4.761904762,3.994,7.1
789-11-9895,C,Naypyitaw,Member,Male,Sports and travel,54.6,6,16.38,343.98,3/14/2019,20:55,Ewallet,327.6,4.761904762,16.38,7.2
956-13-4523,B,Mandalay,Normal,Female,Fashion accessories,25.11,7,8.7885,184.5585,1/21/2019,13:03,Ewallet,175.77,4.761904762,8.7885,7.7
972-84-5214,A,Yangon,Normal,Male,Health and beauty,54.04,8,21.616,453.936,2/28/2019,14:46,Ewallet,432.32,4.761904762,21.616,6.5
589-12-6081,B,Mandalay,Normal,Female,Home and lifestyle,20.2,4,4.04,84.84,3/10/2019,12:56,Ewallet,80.8,4.761904762,4.04,6.6
699-41-3760,A,Yangon,Normal,Female,Home and lifestyle,59.52,7,20.832,437.472,3/9/2019,16:29,Ewallet,416.64,4.761904762,20.832,9.9
844-49-3375,B,Mandalay,Member,Male,Home and lifestyle,56.8,5,14.2,298.2,1/26/2019,20:52,Credit card,284.0,4.761904762,14.2,10.0
436-53-3335,C,Naypyitaw,Member,Female,Health and beauty,89.34,6,26.802,562.842,1/18/2019,16:45,Cash,536.04,4.761904762,26.802,4.9
603-86-7681,C,Naypyitaw,Member,Female,Health and beauty,70.26,9,31.617,663.957,2/1/2019,12:12,Cash,632.34,4.761904762,31.617,4.8
307-51-5892,C,Naypyitaw,Member,Female,Food and beverages,37.39,4,7.478,157.038,2/15/2019,20:51,Cash,149.56,4.761904762,7.478,5.3
711-77-5367,A,Yangon,Member,Female,Home and lifestyle,64.73,7,22.6555,475.7655,2/23/2019,18:41,Cash,453.11,4.761904762,22.6555,6.8
383-68-2131,C,Naypyitaw,Member,Female,Health and beauty,29.84,10,14.92,313.32,3/17/2019,14:00,Ewallet,298.4,4.761904762,14.92,8.5
706-89-7384,C,Naypyitaw,Member,Female,Health and beauty,37.68,8,15.072,316.512,3/12/2019,11:34,Ewallet,301.44,4.761904762,15.072,8.0
489-83-5789,B,Mandalay,Normal,Female,Home and lifestyle,56.0,10,28.0,588.0,3/4/2019,14:39,Ewallet,560.0,4.761904762,28.0,7.3
